0.844	30.6182119846
0.852	30.9130008221
0.834	30.5000970364
0.836	31.0072069168
0.8399999999999999	31.1024739742
0.842	31.4048480988
0.842	31.1958441734
0.854	33.9663889408
0.832	30.3038098812
0.834	31.0898759365
0.852	30.6932790279
0.848	30.5382010937
0.834	30.9783859253
0.832	30.6543581486
0.854	30.9542849064
0.8399999999999999	30.8617539406
0.842	31.2813529968
0.842	31.3716919422
0.85	30.9129040241
0.8459999999999999	30.7247638702
0.838	31.0799629688
0.852	30.9837739468
0.834	30.6398260593
0.838	30.8217890263
0.852	31.0486979485
0.8459999999999999	31.4812040329
0.848	30.987185955
0.83	30.7609939575
0.8399999999999999	30.5157217979
0.85	30.7030289173
0.828	31.2448959351
0.852	30.5864961147
0.842	31.2809979916
0.838	31.230381012
0.842	30.6797480583
0.848	30.7464818954
0.842	30.4251639843
0.834	30.846506834
0.848	30.8684549332
0.852	30.8846478462
0.844	30.6989219189
0.844	30.7762289047
0.844	30.9824209213
0.842	30.8768670559
0.838	30.6083569527
0.844	30.8546259403
0.838	31.0235750675
0.8399999999999999	30.4004781246
0.838	31.1128098965
0.848	30.9995939732
0.848	31.2165968418
0.852	30.4524707794
0.8399999999999999	30.9371109009
0.836	31.1698400974
0.848	31.3435921669
0.834	30.7793178558
0.8459999999999999	31.1552088261
0.848	31.1581981182
